timestamp_utc,position_x_km,position_y_km,position_z_km,velocity_x_km_s,velocity_y_km_s,velocity_z_km_s,attitude_q0,attitude_q1,attitude_q2,attitude_q3,source_simulator
2026-01-01T00:05:05,393.782933,295.979661,-1769.595000,1.293583210,0.897486662,0.437753222,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:05:10,400.246994,300.464067,-1767.388743,1.292036814,0.896272728,0.444747999,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:05:15,406.703259,304.942359,-1765.147534,1.290464838,0.895041113,0.451733967,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:05:20,413.151600,309.414449,-1762.871418,1.288867311,0.893791843,0.458710991,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:05:25,419.591889,313.880248,-1760.560440,1.287244266,0.892524942,0.465678930,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:05:30,426.024000,318.339669,-1758.214644,1.285595733,0.891240436,0.472637648,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:05:35,432.447804,322.792623,-1755.834079,1.283921745,0.889938353,0.479587005,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:05:40,438.863175,327.239023,-1753.418790,1.282222335,0.888618717,0.486526866,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:05:45,445.269985,331.678781,-1750.968826,1.280497537,0.887281556,0.493457092,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:05:50,451.668108,336.111810,-1748.484235,1.278747383,0.885926898,0.500377547,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:05:55,458.057417,340.538021,-1745.965067,1.276971909,0.884554769,0.507288092,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:06:00,464.437785,344.957328,-1743.411371,1.275171148,0.883165198,0.514188592,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:06:05,470.809086,349.369644,-1740.823198,1.273345137,0.881758213,0.521078910,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:06:10,477.171194,353.774881,-1738.200599,1.271493911,0.880333843,0.527958909,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:06:15,483.523983,358.172954,-1735.543627,1.269617507,0.878892116,0.534828453,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:06:20,489.867327,362.563774,-1732.852332,1.267715961,0.877433062,0.541687407,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:06:25,496.201101,366.947255,-1730.126770,1.265789310,0.875956711,0.548535634,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:06:30,502.525179,371.323312,-1727.366994,1.263837593,0.874463091,0.555372999,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:06:35,508.839435,375.691858,-1724.573059,1.261860847,0.872952235,0.562199366,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:06:40,515.143746,380.052806,-1721.745019,1.259859112,0.871424172,0.569014601,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:06:45,521.437985,384.406071,-1718.882931,1.257832426,0.869878934,0.575818568,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:06:50,527.722028,388.751567,-1715.986852,1.255780830,0.868316551,0.582611133,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:06:55,533.995752,393.089208,-1713.056839,1.253704364,0.866737055,0.589392162,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:07:00,540.259031,397.418909,-1710.092950,1.251603068,0.865140479,0.596161519,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:07:05,546.511741,401.740584,-1707.095244,1.249476984,0.863526855,0.602919072,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:07:10,552.753759,406.054149,-1704.063779,1.247326153,0.861896215,0.609664686,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:07:15,558.984961,410.359518,-1700.998617,1.245150619,0.860248593,0.616398228,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:07:20,565.205224,414.656606,-1697.899817,1.242950423,0.858584022,0.623119564,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:07:25,571.414425,418.945330,-1694.767442,1.240725609,0.856902535,0.629828563,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:07:30,577.612439,423.225604,-1691.601553,1.238476220,0.855204167,0.636525089,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:07:35,583.799146,427.497343,-1688.402212,1.236202301,0.853488951,0.643209013,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:07:40,589.974422,431.760465,-1685.169484,1.233903897,0.851756924,0.649880200,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:07:45,596.138144,436.014885,-1681.903432,1.231581052,0.850008119,0.656538519,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:07:50,602.290192,440.260518,-1678.604120,1.229233813,0.848242572,0.663183838,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:07:55,608.430442,444.497283,-1675.271615,1.226862225,0.846460319,0.669816026,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:08:00,614.558773,448.725094,-1671.905982,1.224466335,0.844661395,0.676434951,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:08:05,620.675065,452.943869,-1668.507288,1.222046190,0.842845838,0.683040483,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:08:10,626.779195,457.153525,-1665.075600,1.219601839,0.841013683,0.689632490,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:08:15,632.871043,461.353978,-1661.610986,1.217133328,0.839164969,0.696210843,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:08:20,638.950488,465.545147,-1658.113514,1.214640706,0.837299731,0.702775410,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:08:25,645.017410,469.726948,-1654.583255,1.212124023,0.835418008,0.709326063,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:08:30,651.071688,473.899299,-1651.020277,1.209583329,0.833519838,0.715862672,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:08:35,657.113203,478.062119,-1647.424652,1.207018672,0.831605259,0.722385106,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:08:40,663.141835,482.215325,-1643.796450,1.204430104,0.829674310,0.728893238,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:08:45,669.157464,486.358835,-1640.135743,1.201817675,0.827727030,0.735386938,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:08:50,675.159972,490.492568,-1636.442605,1.199181437,0.825763457,0.741866078,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:08:55,681.149239,494.616442,-1632.717107,1.196521442,0.823783632,0.748330529,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:09:00,687.125147,498.730377,-1628.959324,1.193837742,0.821787595,0.754780165,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:09:05,693.087577,502.834291,-1625.169330,1.191130390,0.819775385,0.761214856,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:09:10,699.036412,506.928104,-1621.347201,1.188399440,0.817747043,0.767634476,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:09:15,704.971532,511.011735,-1617.493011,1.185644945,0.815702611,0.774038899,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:09:20,710.892822,515.085103,-1613.606837,1.182866958,0.813642129,0.780427996,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:09:25,716.800163,519.148130,-1609.688757,1.180065537,0.811565639,0.786801642,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:09:30,722.693438,523.200733,-1605.738847,1.177240734,0.809473183,0.793159710,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:09:35,728.572531,527.242835,-1601.757186,1.174392606,0.807364803,0.799502076,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:09:40,734.437326,531.274355,-1597.743852,1.171521209,0.805240541,0.805828613,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:09:45,740.287705,535.295214,-1593.698926,1.168626600,0.803100440,0.812139196,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:09:50,746.123553,539.305333,-1589.622487,1.165708836,0.800944543,0.818433700,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:09:55,751.944755,543.304633,-1585.514616,1.162767973,0.798772894,0.824712001,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:10:00,757.751194,547.293036,-1581.375394,1.159804071,0.796585536,0.830973975,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:10:05,763.542757,551.270462,-1577.204904,1.156817187,0.794382513,0.837219498,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:10:10,769.319328,555.236835,-1573.003227,1.153807380,0.792163871,0.843448446,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:10:15,775.080793,559.192075,-1568.770447,1.150774710,0.789929652,0.849660696,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:10:20,780.827037,563.136105,-1564.506648,1.147719237,0.787679902,0.855856126,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:10:25,786.557947,567.068848,-1560.211914,1.144641020,0.785414668,0.862034612,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:10:30,792.273409,570.990226,-1555.886331,1.141540120,0.783133993,0.868196032,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:10:35,797.973311,574.900163,-1551.529983,1.138416599,0.780837924,0.874340265,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:10:40,803.657538,578.798580,-1547.142957,1.135270518,0.778526507,0.880467189,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:10:45,809.325978,582.685402,-1542.725340,1.132101939,0.776199788,0.886576683,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:10:50,814.978520,586.560552,-1538.277219,1.128910924,0.773857815,0.892668626,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:10:55,820.615050,590.423955,-1533.798683,1.125697537,0.771500634,0.898742898,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:11:00,826.235458,594.275534,-1529.289820,1.122461841,0.769128292,0.904799378,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:11:05,831.839632,598.115213,-1524.750719,1.119203900,0.766740838,0.910837947,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:11:10,837.427460,601.942917,-1520.181470,1.115923777,0.764338320,0.916858485,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:11:15,842.998832,605.758571,-1515.582164,1.112621538,0.761920785,0.922860873,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:11:20,848.553639,609.562100,-1510.952892,1.109297247,0.759488282,0.928844993,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:11:25,854.091768,613.353429,-1506.293745,1.105950971,0.757040860,0.934810726,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:11:30,859.613112,617.132484,-1501.604816,1.102582775,0.754578568,0.940757955,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:11:35,865.117560,620.899190,-1496.886197,1.099192726,0.752101455,0.946686561,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:11:40,870.605003,624.653473,-1492.137981,1.095780890,0.749609572,0.952596427,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:11:45,876.075332,628.395261,-1487.360264,1.092347335,0.747102968,0.958487437,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:11:50,881.528440,632.124479,-1482.553139,1.088892129,0.744581694,0.964359475,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:11:55,886.964218,635.841053,-1477.716701,1.085415340,0.742045800,0.970212423,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:12:00,892.382558,639.544912,-1472.851046,1.081917036,0.739495336,0.976046167,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:12:05,897.783352,643.235983,-1467.956271,1.078397286,0.736930355,0.981860590,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:12:10,903.166495,646.914192,-1463.032473,1.074856160,0.734350908,0.987655579,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:12:15,908.531878,650.579468,-1458.079748,1.071293728,0.731757046,0.993431018,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:12:20,913.879397,654.231738,-1453.098195,1.067710060,0.729148822,0.999186794,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:12:25,919.208944,657.870932,-1448.087913,1.064105226,0.726526287,1.004922792,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:12:30,924.520414,661.496977,-1443.049001,1.060479299,0.723889494,1.010638899,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:12:35,929.813702,665.109803,-1437.981558,1.056832349,0.721238497,1.016335003,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:12:40,935.088702,668.709339,-1432.885684,1.053164448,0.718573348,1.022010990,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:12:45,940.345311,672.295513,-1427.761481,1.049475669,0.715894100,1.027666748,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:12:50,945.583424,675.868256,-1422.609051,1.045766084,0.713200808,1.033302167,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:12:55,950.802938,679.427498,-1417.428494,1.042035768,0.710493526,1.038917133,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:13:00,956.003748,682.973168,-1412.219914,1.038284792,0.707772307,1.044511537,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:13:05,961.185751,686.505198,-1406.983413,1.034513232,0.705037206,1.050085268,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:13:10,966.348846,690.023517,-1401.719095,1.030721163,0.702288278,1.055638215,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:13:15,971.492929,693.528058,-1396.427066,1.026908657,0.699525578,1.061170269,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:13:20,976.617898,697.018750,-1391.107428,1.023075792,0.696749162,1.066681320,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
2026-01-01T00:13:25,981.723653,700.495527,-1385.760288,1.019222643,0.693959084,1.072171260,1.0,0.0,0.0,0.0,NASA 42-compatible Lunar Prospector baseline
